번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자
1,날씨를 바꾸는 요술쟁이 바람,허창회 글;윤태규 그림,풀빛,2020,9.79E+12,,7,,453,1,0,2020-07-31
2,열혈 수탉 분투기,창신강 지음;션위엔위엔 그림;전수정 옮김,푸른숲,2015,9.79E+12,9.79E+12,4,16,808.91,1,0,2020-07-31
3,하늘 대탐험 Find me!:생태 숨은그림찾기 나를 찾아봐!,아녜세 바루치 지음;장혜진 옮김,파란자전거,2020,9.79E+12,,7,,691,1,0,2020-07-31
4,땅속 대탐험 Find me!:생태 숨은그림찾기 나를 찾아봐!,아녜세 바루치 지음;장혜진 옮김,파란자전거,2020,9.79E+12,,7,,691,1,0,2020-07-31
5,투명탐정 윅슨 알리에니,루카 도니넬리 글;니콜 도날드슨 그림;이현경 옮김,천개의바람,2020,9.79E+12,,7,,883,1,0,2020-07-31
6,카레가 보글보글,구도 노리코 글·그림;윤수정 옮김,책읽는곰,2020,9.79E+12,,7,46,808.91,1,0,2020-07-31
7,슈퍼 거북,유설화 글·그림,책읽는곰,2014,9.79E+12,9.79E+12,7,15,813.8,1,0,2020-07-31
8,슈퍼 토끼,유설화 글·그림,책읽는곰,2020,9.79E+12,,7,68,813.8,1,0,2020-07-31
9,꽁꽁꽁 피자,윤정주 글·그림,책읽는곰,2020,9.79E+12,,7,69,813.8,1,0,2020-07-31
10,꽁꽁꽁 피자,윤정주 글·그림,책읽는곰,2020,9.79E+12,,7,69,813.8,1,0,2020-07-31
11,무서운 늑대의 달콤한 초콜릿 가게,리지 핀레이 지음;홍연미 옮김,책속물고기,2020,9.79E+12,,7,,843,1,0,2020-07-31
12,XOX와 OXO,질 바슐레 글·그림;나선희 옮김,책빛,2020,9.79E+12,,7,30,808.9,1,0,2020-07-31
13,기차가 출발합니다:정호선 그림책,정호선 지음,창비,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
14,책 먹는 여우의 여행일기,프란치스카 비어만 글·그림;송순섭 옮김,주니어김영사,2020,9.79E+12,,7,,853,1,0,2020-07-31
15,수상한 바리스타와 사라진 금괴,정명섭 글;홍연시 그림,주니어김영사,2020,9.79E+12,,7,57,808.91,1,0,2020-07-31
16,올림포스 가디언:초등 필수 인문 교양서 그리스 로마 신화,토마스 불핀치;주니어RHK 편집부 (엮음) 지음,주니어RHK(주니어랜덤),2020,9.79E+12,,7,1,219.21,1,0,2020-07-31
17,아홉 살 탐정 레베카,PJ 라이언 글;토리아트 그림;김경희 옮김,제제의숲,2020,9.79E+12,,7,3,843.82,1,0,2020-07-31
18,아홉 살 탐정 레베카,PJ 라이언 글;토리아트 그림;김경희 옮김,제제의숲,2020,9.79E+12,,7,2,843.82,1,0,2020-07-31
19,아홉 살 탐정 레베카,PJ 라이언 글;토리아트 그림;김경희 옮김,제제의숲,2020,9.79E+12,,7,1,843.82,1,0,2020-07-31
20,돈 이야기:우리 아이 첫 경제 책,마틴 젠킨스 글;기타무라 사토시 그림;고정아 옮김,제제의숲,2020,9.79E+12,,7,,320,1,0,2020-07-31
21,Press start!,토머스 플린텀 글·그림;노은정 옮김,제제의숲,2020,9.79E+12,,7,2,843,1,0,2020-07-31
22,Press start!,토머스 플린텀 글·그림;노은정 옮김,제제의숲,2020,9.79E+12,,7,1,843,1,0,2020-07-31
23,가족,김태희;류연우;이보경 [공]글·그림,작가의탄생,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
24,완벽한 도시 퍼펙트,헬레나 더건 지음;노은정 옮김,이마주,2020,9.79E+12,,4,,843,1,0,2020-07-31
25,단비가 데려온 고래,박찬주 글·그림,월천상회,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
26,(아찔하게 귀엽고 엉뚱하게 재미있는)공룡 도감,마이크 로워리 글·그림;김은영 옮김,웅진주니어,2020,9.79E+12,,7,,457.279,1,0,2020-07-31
27,마음 수영:하수정 그림책,하수정 글·그림,웅진주니어,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
28,그게 몬데 지식 탐험대,김은하 글;전기훈 그림,웅진주니어,2020,9.79E+12,,0,,911,1,0,2020-07-31
29,개구리 우산이 물었어:안효림 그림책,안효림 지음,웅진주니어,2020,9.79E+12,,7,60,808.91,1,0,2020-07-31
30,은어의 강:김동영 장편 동화,김동영 지음;원혜영 그림,우리교육,2006,9.79E+12,,7,37,808.91,1,0,2020-07-31
31,(Why?)재활용과학,김정욱 글;송회석 그림,예림당,2020,9.79E+12,,7,95,408,1,0,2020-07-31
32,그래도 넌 내 친구!,제시카 월턴 글;두걸 맥퍼슨 그림;황진희 옮김,여유당,2020,9.79E+12,,7,,843,1,0,2020-07-31
33,씨까지 먹었어?,리진룬 지음;김영미 옮김;리진룬 그림,에듀앤테크,2020,9.79E+12,,7,,823.7,1,0,2020-07-31
34,(요리조리 열어 보는)사나운 날씨와 기후:열고 또 여는 플랩 50개,에밀리 본 글;바오 루 그림;신인수 옮김,어스본코리아,2020,9.79E+12,,7,,453,1,0,2020-07-31
35,건축의 모든 것,제롬 마틴 글;피터 알렌 그림;배장열 옮김,어스본코리아,2020,9.79E+12,,7,,610,1,0,2020-07-31
36,(간니닌니)마법의 도서관:명작 속으로 떠나는 판타지 동화 여행,안성훈 글;이경희 그림,아울북,2020,9.79E+12,,7,2,813.8,1,0,2020-07-31
37,(간니닌니)마법의 도서관:명작 속으로 떠나는 판타지 동화 여행,지유리 글;이경희 그림,아울북,2020,9.79E+12,,7,1,813.8,1,0,2020-07-31
38,꼬리의 비밀,김나은 지음,씨드북,2017,9.79E+12,,7,,813.8,1,0,2020-07-31
39,"너, 내 동생 할래?",박나래 지음,씨드북,2015,9.79E+12,,7,,813.8,1,0,2020-07-31
40,공룡을 키우고 싶어요,박진영 글;김명호 그림,씨드북(주),2019,9.79E+12,,7,,813.8,1,0,2020-07-31
41,좋은 날:박정하 그림책,박정하 지음,씨드북(주),2020,9.79E+12,,7,,813.8,1,0,2020-07-31
42,서랍 속 먼지 나라에 무슨 일이?!:남동윤 그림책,남동윤 지음,씨드북,2019,9.79E+12,,7,,813.8,1,0,2020-07-31
43,꿈 배달부 톨리,마리아나 호가트 지음;길상효 옮김,씨드북(주),2017,9.79E+12,,7,,843,1,0,2020-07-31
44,깜빡하고 수도꼭지 안 잠근 날,루시아 세라노 지음;김지애 옮김,씨드북,2016,9.79E+12,,7,,873,1,0,2020-07-31
45,노랗고 동그란 비밀,무리엘 비야누에바 지음;페란 오르타 그림;권지현 옮김,씨드북,2018,9.79E+12,,7,,873,1,0,2020-07-31
46,변비 공주,변지현 글;백유연 그림,씨드북(주),2019,9.79E+12,,7,,813.8,1,0,2020-07-31
47,딸꾹 토끼,강하라 지음,씨드북(주),2017,9.79E+12,,7,,813.8,1,0,2020-07-31
48,엄마에게서 우유가 나와요,이선주 글;박선희 그림,씨드북(주),2018,9.79E+12,,7,,813.8,1,0,2020-07-31
49,우리 집은 언덕 위에 있어,전금자 글·그림,시공주니어,2020,9.79E+12,,7,67,808.91,1,0,2020-07-31
50,심심한 강아지:보드북,수아현 글·그림,시공주니어,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
51,무서운 사자,수아현 글·그림,시공주니어,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
52,자전거 타는 날,질 바움 글;아망딘 피우 그림;전혜영 옮김,소원나무,2020,9.79E+12,,7,,863,1,0,2020-07-31
53,달 청소 대작전,김호남 글·그림,센트럴라이즈드,2020,9.79E+12,,7,3,813.8,1,0,2020-07-31
54,어린이 고고학의 첫걸음,라파엘 드 필리포 글;롤랑 가리그 그림;조경민 옮김,상수리나무,2007,9.79E+12,,7,2,82,1,0,2020-07-31
55,아름다운 세상은 함께 만드는 거예요,소피 비어 글·그림,상수리,2020,9.79E+12,,7,,843,1,0,2020-07-31
56,싫어요 싫어 씻기 싫어요,김현화 글;권효실 그림,삼성당,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
57,언제나 '싫어요!'라고 말하는 꼬마 기사 네드,루시 롤런드 글;케이트 힌들리 그림;김현희 옮김,사파리,2019,9.79E+12,,7,,843,1,0,2020-07-31
58,고슴도치 스파이크:내 가시를 돌려줘!,진 윌리스 글;피터 자비스 그림,사파리,2020,9.79E+12,,7,,843,1,0,2020-07-31
59,이파라파냐무냐무:이지은 그림책,이지은 글·그림,사계절,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
60,도야의 초록 리본:박상기 장편동화,박상기 글;구자선 그림,사계절,2020,9.79E+12,,7,97,808.91,1,0,2020-07-31
61,상자를 열어 봐!,리우나 비라르디 지음;브론테살롱 옮김,빨간콩,2020,9.79E+12,,7,,375.1,1,0,2020-07-31
62,호랑이와 곶감,김기정 글;김대규 그림,비룡소,2020,9.79E+12,,7,36,388.311,1,0,2020-07-31
63,"수학의 핵심:수, 연산, 기하, 수열, 통계, 확률까지",DK 수학의 핵심 편집위원회 지음;이현주 옮김,비룡소,2020,9.79E+12,,7,,410,1,0,2020-07-31
64,"바닷물 에고, 짜다:함민복 시",함민복 지음;염혜원 그림,비룡소,2020,9.79E+12,,7,7,811.8,1,0,2020-07-31
65,불 끄기 대작전,아서 가이서트 지음;길미향 옮김,보림,2020,9.79E+12,,7,,843,1,0,2020-07-31
66,공룡이 나타났다!,소피 핸 지음;김영선 옮김,보림,2020,9.79E+12,,7,,457.279,1,0,2020-07-31
67,찰리 9세:미스터리 추리동화,레온 이미지 글·그림;김진아 옮김,밝은미래,2020,9.79E+12,,7,11,823.7,1,0,2020-07-31
68,어린이 비행기 대백과:세상이 한눈에 보이는 비행기 관찰 도감,손봉희 지음;구연산 그림,바이킹,2020,9.79E+12,,7,,558,1,0,2020-07-31
69,무스와 브라운 씨:반짝반짝 아이디어 여행,폴 스미스 글;샘 어셔 그림;한소영 옮김,바바,2020,9.79E+12,,7,,843,1,0,2020-07-31
70,빅뱅부터 블랙홀까지 우주 이야기,지태선 글;김고은 그림,"미래아이(미래M&B,미래엠앤비)",2020,9.79E+12,,7,,443,1,0,2020-07-31
71,1999년 06월 29일,데이비드 위즈너 글·그림;이지유 옮김,"미래아이(미래M&B,미래엠앤비)",2020,9.79E+12,,7,155,808.91,1,0,2020-07-31
72,포치가 온 바다,이와사키 치히로 지음;엄혜숙 옮김,미디어창비,2020,9.79E+12,,7,6,833.82,1,0,2020-07-31
73,작은 새가 온 날,이와사키 치히로 지음;엄혜숙 옮김,미디어창비,2020,9.79E+12,,7,5,833.82,1,0,2020-07-31
74,건강해진 날,이와사키 치히로 그림;마쓰모토 다케시 글;엄혜숙 옮김,미디어창비,2020,9.79E+12,,7,7,833.82,1,0,2020-07-31
75,호주머니 속 알사탕:이송현 동시집,이송현 지음;전미화 그림,문학과지성사,2011,9.79E+12,,7,115,808.91,1,0,2020-07-31
76,할머니 몰래 사자를 숨기는 법,헬렌 스티븐스 글·그림;조은수 옮김,메가스터디북스,2020,9.79E+12,,7,2,843,1,0,2020-07-31
77,학교에서 사자를 숨기는 법,헬렌 스티븐스 글·그림;조은수 옮김,메가스터디북스,2020,9.79E+12,,7,3,843,1,0,2020-07-31
78,크리스마스에 사자를 숨기는 법,헬렌 스티븐스 글·그림;조은수 옮김,메가스터디북스,2020,9.79E+12,,7,4,843,1,0,2020-07-31
79,사자를 숨기는 법,헬렌 스티븐스 글·그림;조은수 옮김,메가스터디북스,2020,9.79E+12,,7,,843,1,0,2020-07-31
80,나는 마녀가 될 거야!,안영은 글;곽은숙 그림,머스트비,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
81,책 읽는 고양이,크리스토스 글;릴리 슈맹 그림;이세진 옮김,라임,2020,9.79E+12,,7,,863,1,0,2020-07-31
82,단단한 마음 기르는 법,우에지마 히로시 지음;다카다 가즈야 그림;서수지 옮김,뜨인돌어린이,2020,9.79E+12,,7,,192.5,1,0,2020-07-31
83,우투리 숲으로 간 아이들,양정화 글;오승민 그림,대교북스주니어,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
84,바다에서 고래를 만나면,제시카 란난 글·그림;박소연 옮김,달리,2020,9.79E+12,,7,,843,1,0,2020-07-31
85,굉장해! 더 포악한 동물도감,다카하시 다케히로 지음;정인영 옮김,다산어린이,2019,9.79E+12,,7,,490,1,0,2020-07-31
86,큰일 났다,김기정 글;전민걸 그림,다림,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
87,소음공해,오정희 글;조원희 그림,길벗어린이,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
88,그럴 때가 있어,김준영 글·그림,국민서관,2020,9.79E+12,,7,34,813.8,1,0,2020-07-31
89,잠에서 깨어난 집,마틴 비드마르크 지음;에밀리아 지우바크 그림;이유진 옮김,고래이야기,2020,9.79E+12,,7,41,808.91,1,0,2020-07-31
90,"안녕, 중력",박광명 글·그림,고래뱃속,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
91,필=Feel,이윤주 글;이종미 그림,고래가숨쉬는도서관,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
92,진짜 형이 나타났다!,정복현 글;정은선 그림,가문비(어린이가문비),2020,9.79E+12,,7,112,808.91,1,0,2020-07-31
93,스파이더맨 지퍼,김점선 글;정은선 그림,가문비(어린이가문비),2018,9.79E+12,,7,81,808.91,1,0,2020-07-31
94,(초등학생을 위한)150년 하버드 글쓰기 비법,송숙희 지음,유노라이프,2020,9.79E+12,,1,,802,1,0,2020-07-31
95,(정정혜 샘과 함께하는)첫 영어 그림책,정정혜 지음,북하우스,2020,9.79E+12,,0,,740.7,1,0,2020-07-31
96,(혼자서 원서 읽기가 되는)영어 그림책 공부법,정정혜 지음,북하우스,2019,9.79E+12,,1,,740.7,1,0,2020-07-31
97,어른의 그림책:우리는 그림책을 함께 읽는다,황유진 지음,메멘토,2019,9.79E+12,,0,,29,1,0,2020-07-31
98,(초등학생이 꼭 읽어야 할)신 한국사 이야기:교과서와 능력검정시험에 의한,민족문화연구회 편,신인류,2016,9.79E+12,,7,2,911,1,0,2020-07-31
99,(초등학생이 꼭 읽어야 할)신 한국사 이야기:교과서와 능력검정시험에 의한,민족문화연구회 편,신인류,2016,9.79E+12,,7,1,911,1,0,2020-07-31
100,초등 하루 한 권 책밥 독서법:매일 밥 먹듯 자연스럽게 우리 아이 독서습관 만드는 법,전안나 지음,다산에듀,2020,9.79E+12,,1,,29.8,1,0,2020-07-31
101,호구와 천적,이경순 굴;안병현 그림,파랑새,2017,9.79E+12,,7,88,808.91,1,0,2020-07-31
102,"내 아이만큼은 수포자가 아니었으면:수학 강사 20년, 신나는 아름쌤이 전하는 초등 수학이 좋아지는 7가지 비법",한아름 지음,에이원북스,2020,9.79E+12,,0,,410.7,1,0,2020-07-31
103,"땡큐, 맘 엄마표 영어 성공기:교과서보다 훨씬 재미있는 영어 수업",신은미 외 지음,모아북스,2020,9.79E+12,,0,,740.7,1,0,2020-07-31
104,편의점 비밀 요원,박주혜 지음;정인하 그림,창비,2020,9.79E+12,,7,58,808.91,1,0,2020-07-31
105,고길호 유튜브에 싫어요를 누른 녀석이 누구냐?,한봉지 글;변희연 그림,리잼,2020,9.79E+12,,7,16,813.8,1,0,2020-07-31
106,놓지 마 과학!,신태훈;나승훈 [공]글·그림,위즈덤하우스,2020,9.79E+12,,6,14,404,1,0,2020-07-31
107,얼음펭귄:앤서니 브라운 그림책 공모전 제9회 수상작,윤나라 쓰고 그리다,현북스,2020,9.79E+12,,7,43,808.91,1,0,2020-07-31
108,아기곰의 특별한 날,표영민 지음;김형준 그림,재미마주,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
109,할아버지는 어디 있어요?:가족의 죽음을 경험했을 때,콜레트 엘링스 글;마리알린 바뱅 그림;이정주 옮김,시공주니어,2020,9.79E+12,,7,9,808.91,1,0,2020-07-31
110,모치모치 나무,사이토 류스케 지음;다키다이라 지로 그림;김영애 옮김,주니어RHK(주니어랜덤),2020,9.79E+12,,7,,833.8,1,0,2020-07-31
111,초코곰과 젤리곰,얀 케비 글·그림;박정연 옮김,한솔수북,2020,9.79E+12,,7,,863,1,0,2020-07-31
112,금붕어의 여름방학,샐리 로이드존스 글;레오 에스피노사 그림;이원경 옮김,보림,2020,9.79E+12,,7,,843,1,0,2020-07-31
113,"미술관에서 읽는 그리스 신화:제우스에서 아킬레스까지, 명화로 만나는 신화 이야기",김영숙 지음,휴먼어린이,2020,9.79E+12,,7,,219.21,1,0,2020-07-31
114,엄마와 복숭아:그렇게 엄마는 너를 만났어,유혜율 글;이고은 그림,후즈갓마이테일,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
115,"(장복이, 창대와 함께하는)열하일기",강민경 글;김도연 그림,현암주니어,2020,9.79E+12,,7,,816.5,1,0,2020-07-31
116,무리,히로타 아키라 글·그림;허하나 옮김,현암주니어,2020,9.79E+12,,7,,833.8,1,0,2020-07-31
117,댄스 파티:내 인생 최악의 생일,샤를로트 문드리크 글;올리비에 탈레크 그림;김영신 옮김,한울림어린이(한울림),2020,9.79E+12,,7,,863,1,0,2020-07-31
118,영양이 듬뿍듬뿍,권정민 지음;류주영 그림,한솔수북,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
119,숲으로 가자,김성범 글;김혜원 그림,한솔수북,2020,9.79E+12,,7,,813.8,1,0,2020-07-31
120,너무 들뜨고 신나요!,오렐리 쉬엥 쇼 쉰느 지음;이정주 옮김,한빛에듀,2020,9.79E+12,,7,2,863.82,1,0,2020-07-31
121,바삭바삭 갈매기,전민걸 글·그림,한림출판사,2014,9.79E+12,,7,,813.8,1,0,2020-07-31
122,"(호기심 많은 우리 아이, 로봇 영재 만드는)로봇 스쿨",캐시 세러리 지음;김의석;임성국 [공]옮김,프리렉,2020,9.79E+12,,7,,559.962,1,0,2020-07-31
123,단비가 데려온 고래,박찬주 글·그림,월천상회,2020,9.79E+12,,7,,813.8,1,0,2020-07-21
124,우리 집 물건 괴물,신은영 글;임미란 그림,아이앤북(I&BOOK),2020,9.79E+12,,7,,813.8,1,0,2020-07-21
125,레이튼 미스터리 탐정사무소:카트리에일의 수수께끼 파일,안치현 글;팀키즈 그림,아이세움,2020,9.79E+12,,7,10,813.8,1,0,2020-07-21
126,레이튼 미스터리 탐정사무소:카트리에일의 수수께끼 파일,안치현 글;팀키즈 그림,아이세움,2020,9.79E+12,,7,10,813.8,1,0,2020-07-21
127,간니닌니 마법의 도서관:명작 속으로 떠나는 판타지 동화 여행,안성훈 글;이경희 그림,아울북,2020,9.79E+12,,7,2,813.8,1,0,2020-07-21
128,(간니닌니)마법의 도서관:명작 속으로 떠나는 판타지 동화 여행,지유리 글;이경희 그림,아울북,2020,9.79E+12,,7,1,813.8,1,0,2020-07-21
129,키드 스파이,맥 바넷 글;마이크 로워리 그림;이재원 옮김,시공주니어,2020,9.79E+12,,7,1,843,1,0,2020-07-21
130,햄버가 똥이 되는 신비한 몸속 터널!,사회평론 과학교육연구소 글;조현상;뭉선생;윤효식 [공]그림,사회평론,2020,9.79E+12,,7,,511,1,0,2020-07-21
131,햄버가 똥이 되는 신비한 몸속 터널!,사회평론 과학교육연구소 글;조현상;뭉선생;윤효식 [공]그림,사회평론,2020,9.79E+12,,7,,511,1,0,2020-07-21
132,도서관에 놀러 가요!,톰 채핀;마이클 마크 [공]글;척 그로닝크 그림;명혜권 옮김,다림,2020,9.79E+12,,7,,843,1,0,2020-07-21
133,달항아리,조영지 지음,다림,2020,9.79E+12,,7,,813.8,1,0,2020-07-21
134,바다 레시피,윤예나 지음;서평화 그림,노란상상,2020,9.79E+12,,7,,813.8,1,0,2020-07-21
135,기호만 봐도 척!,허윤 글;강은옥 그림,노란돼지,2020,9.79E+12,,7,,813.8,1,0,2020-07-21
136,지구를 위협하는 21세기 몬스터 대백과,마리 G. 로드 글·그림;성초림 옮김,길벗어린이,2020,9.79E+12,,7,,539,1,0,2020-07-21
137,이상한 과자 가게 전천당,히로시마 레이코 글;쟈쟈 그림;김정화 옮김,길벗스쿨,2020,9.79E+12,,7,7,833.8,1,0,2020-07-21
138,이상한 과자 가게 전천당,히로시마 레이코 글;쟈쟈 그림;김정화 옮김,길벗스쿨,2020,9.79E+12,,7,7,833.8,1,0,2020-07-21
139,전사들 3부:셋의 힘,에린 헌터 [지음];서현정 옮김,가람어린이,2020,9.79E+12,,7,1,843,1,0,2020-07-21
140,"0~5세 언어 발달 엄마가 알아야 할 모든 것:옹알이에서 소통까지, 언어 지능 깨우는 엄마표 언어 육아",정진옥 지음,코리아닷컴(Korea.com),2020,9.79E+12,,1,,598.1,1,0,2020-07-21
141,(신의진의)아이심리백과:5~6세 부모가 꼭 알아야 할 아이 성장에 관한 모든 것,신의진 지음,걷는나무,2020,9.79E+12,,1,3,598.122,1,0,2020-07-21
142,(신의진의)아이심리백과:3~4세 부모가 꼭 알아야 할 아이 성장에 관한 모든 것,신의진 지음,메이븐,2020,9.79E+12,,1,2,598.122,1,0,2020-07-21
143,(신의진의)아이심리백과:0~2세 부모가 꼭 알아야 할 아이 성장에 관한 모든 것,신의진 지음,메이븐,2020,9.79E+12,,1,1,598.122,1,0,2020-07-21
144,(인생을 결정하는)초등 독서의 힘:책 읽는 습관부터 영어 독서와 미디어 리터러시까지,김지원 지음,북카라반,2020,9.79E+12,,0,,29.4,1,0,2020-07-21
145,은하 철도의 밤,미야자와 겐지 원작;후지시로 세이지 글·그림;엄혜숙 옮김,길벗어린이,2020,9.79E+12,,7,,833.8,1,0,2020-07-21
146,공부 습관 잡아주는 초등 일기:부모와 함께하는 행복한 일기 쓰기 지도서!,박점희 지음,애플북스,2020,9.79E+12,,1,,378.9,1,0,2020-07-21
147,초조함 공장,흥흥 글;정현진 그림,씨드북(주),2020,9.79E+12,,7,,813.8,1,1,2020-07-21
148,아홉 살 성교육 사전,손경이 지음;방인영 그림,다산북스,2020,9.79E+12,,7,2,334.225,1,0,2020-07-21
149,아홉 살 성교육 사전,손경이 지음;방인영 그림,다산북스,2020,9.79E+12,,7,1,334.225,1,0,2020-07-21
150,질문하는 독서의 힘:토론을 위한 논제 만들기,김민영 외 지음,북바이북,2020,9.79E+12,,0,,29.8,1,1,2020-07-21
151,파워풀한 교과서 세계 문학 토론:세계사를 배우며 읽는 세계고전문학!,남숙경;박다솜 [공]지음,특별한서재,2020,9.79E+12,,4,,809,1,1,2020-07-21
152,엄마표 수학놀이 100일의 기적:하루 10분 놀이를 통해 다지는 수학 기초,신경미;천종현 [공]지음,넥서스,2020,9.79E+12,,6,,410.7,1,1,2020-07-21
153,엉뚱한 아이를 다루는 법,마이클 서스먼 글;줄리아 사르다 그림;김보람 옮김,불의여우,2020,9.79E+12,,7,2020,843,1,0,2020-07-21
154,살아 있다는 건:다니카와 ?타로,다니카와 ?타로 지음;오카모토 요시로 그림;권남희 옮김,비룡소,2020,9.79E+12,,7,2020,831.8,1,0,2020-07-21
155,"어느새, 바람:남윤잎 그림책",남윤잎 글·그림,웅진주니어,2020,9.79E+12,,7,2020,813.8,1,0,2020-07-21
156,두 갈래 길,라울 니에토 구리디 글·그림;지연리 옮김,살림,2019,9.79E+12,,7,2020,873,1,0,2020-07-21
157,삶,신시아 라일런트 글;브렌던 웬젤 그림;이순영 옮김,북극곰,2019,9.79E+12,,7,2020,843,1,0,2020-07-21
158,우리는 당신에 대해 조금 알고 있습니다:권정민 그림책,권정민 지음,문학동네,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
159,어른들 안에는 아이가 산대,헨리 블랙쇼 지음;서남희 옮김,길벗스쿨,2020,9.79E+12,,7,2020,843,1,0,2020-07-21
160,우리 모두 처음이니까,김을호 글;신진호 그림,크레용하우스,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
161,어서 오세요,세바스티엥 조아니에 글;요안나 콘세이요 그림;최성웅 옮김,웅진주니어,2019,9.79E+12,,7,2020,863,1,0,2020-07-21
162,30번 곰,지경애 지음,다림,2020,9.79E+12,,7,2020,813.8,1,0,2020-07-21
163,가만히 들어주었어,코리 도어펠드 글·그림;신혜은 옮김,북뱅크,2019,9.79E+12,,7,2020,843,1,0,2020-07-21
164,어른들은 절대로 안 그래?,다비드 칼리 지음;벵자맹 쇼 그림;신형건 옮김,보물창고,2020,9.79E+12,,7,2020,843,1,0,2020-07-21
165,진정한 챔피언,파얌 에브라히미 글;레자 달반드 그림;이상희 옮김,모래알,2019,9.79E+12,,7,2020,892.65,1,0,2020-07-21
166,적당한 거리,전소영 지음,달그림,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
167,내가 하고 싶은 여덟 가지,박준석 글;이지후 그림,주니어김영사,2020,9.79E+12,,7,2020,818,1,0,2020-07-21
168,노를 든 신부,오소리 글,이야기꽃,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
169,라 벨라 치따=La bella citta:화가의 여행,휘민 글;최정인 그림,브와포레,2020,9.79E+12,,7,2020,813.8,1,0,2020-07-21
170,열세 살의 여름:이윤희 만화,이윤희 지음,창비,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
171,"바다야, 너도 내 거야",올리버 제퍼스 글·그림;김선희 옮김,주니어김영사,2020,9.79E+12,,7,2020,843,1,0,2020-07-21
172,밀어내라,이상옥 글;조원희 그림,한솔수북,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
173,내 스마트폰이 아프리카에 있대요,양혜원 글;소복이 그림,스콜라(위즈덤하우스),2019,9.79E+12,,7,2020,539.9,1,0,2020-07-21
174,밤의 이야기,키티 크라우더 지음;이유진 옮김,책빛,2019,9.79E+12,,7,2020,863,1,0,2020-07-21
175,마법이 필요한 순간,김두를빛 글;손지희 그림,대교북스주니어,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
176,어린이를 위한 아주 작은 습관의 힘:꿈을 이루는 첫 번째 습관 만들기,전지은 글;손지희 그림,비즈니스북스,2019,9.79E+12,,7,2020,199,1,0,2020-07-21
177,빨간 호리병박,차오원쉬엔 글;김세현 그림;전수정 옮김,사계절,2019,9.79E+12,,7,2020,823.7,1,0,2020-07-21
178,승아의 걱정,김소연 지음;박지윤 그림,별숲,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
179,난 나와 함께 갈 거야,라켈 디아스 레게라 지음;정지완 옮김,썬더키즈,2020,9.79E+12,,7,2020,873,1,0,2020-07-21
180,(DK)아빠가 안 가르쳐 주던 과학 질문 100,로버트 윈스턴 글;박수현 옮김,예림당,2019,9.79E+12,,7,2020,400,1,0,2020-07-21
181,줄리의 그림자,크리스티앙 브뤼엘 글;안 보졸렉 그림;박재연 옮김,이마주,2019,9.79E+12,,7,2020,863,1,0,2020-07-21
182,나의 탄생,안네테 헤어초크 글;카트린 클란테 그림;김영진 옮김,비룡소,2019,9.79E+12,,7,2020,853,1,0,2020-07-21
183,사춘기 대 갱년기,제성은 글;이승연 그림,개암나무,2020,9.79E+12,,7,2020,813.8,1,0,2020-07-21
184,(긍정의 힘과 자존감을 키우는)최고의 행복수업,서지원 글;김재희 그림,파란자전거,2020,9.79E+12,,7,2020,191.6,1,0,2020-07-21
185,짝짝이 양말,황지영 글;정진희 그림,웅진주니어,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
186,어시장 동네:하종오 동시,하종오 지음;김홍비 그림,현북스,2019,9.79E+12,,7,2020,811.8,1,0,2020-07-21
187,너에게 보여 주고 싶어 이 놀라운 세상을,상드린 카오 글·그림;이경혜 옮김,풀과바람(영교출판),2019,9.79E+12,,7,2020,863,1,0,2020-07-21
188,4카드,정유소영 글;국민지 그림,웅진주니어,2019,9.79E+12,,7,2020,813.8,1,0,2020-07-21
189,이 선이 필요할까?,차재혁 글;최은영 그림,노란상상,2020,9.79E+12,,7,2020,813.8,1,0,2020-07-21
